void Simulation::allocateMemory(): 0.0000049400s
void Simulation::updateVelocity(): 0.0017463470s
void Simulation::updatePosition(): 0.0000011210s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0017722880s
void Simulation::updateVelocity(): 0.0017354670s
void Simulation::updatePosition(): 0.0000014500s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0017619270s
void Simulation::updateVelocity(): 0.0018744400s
void Simulation::updatePosition(): 0.0000014300s
void Simulation::preventMoveAgainstForce(): 0.0000011800s
void Simulation::step(): 0.0019050500s
void Simulation::updateVelocity(): 0.0017558470s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017827780s
void Simulation::updateVelocity(): 0.0018054180s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0018324980s
void Simulation::updateVelocity(): 0.0017042070s
void Simulation::updatePosition(): 0.0000061400s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0017344670s
void Simulation::updateVelocity(): 0.0017537470s
void Simulation::updatePosition(): 0.0000062310s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0017841480s
void Simulation::updateVelocity(): 0.0017206360s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017455670s
void Simulation::updateVelocity(): 0.0017313570s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017573770s
void Simulation::updateVelocity(): 0.0017281970s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0017529980s
void Simulation::updateVelocity(): 0.0018750990s
void Simulation::updatePosition(): 0.0000012500s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0019129100s
void Simulation::updateVelocity(): 0.0017071860s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017328770s
void Simulation::updateVelocity(): 0.0017318570s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000009100s
void Simulation::step(): 0.0017736380s
void Simulation::updateVelocity(): 0.0020289820s
void Simulation::updatePosition(): 0.0000014200s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0020614820s
void Simulation::updateVelocity(): 0.0020875630s
void Simulation::updatePosition(): 0.0000014000s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0021172330s
void Simulation::updateVelocity(): 0.0017462770s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017720270s
void Simulation::updateVelocity(): 0.0017421480s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017673380s
void Simulation::updateVelocity(): 0.0017207370s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017456280s
void Simulation::updateVelocity(): 0.0018976790s
void Simulation::updatePosition(): 0.0000058600s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0019275000s
void Simulation::updateVelocity(): 0.0017290570s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017548970s
void Simulation::updateVelocity(): 0.0017244370s
void Simulation::updatePosition(): 0.0000045200s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0017530280s
void Simulation::updateVelocity(): 0.0019955110s
void Simulation::updatePosition(): 0.0000013800s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0020225720s
void Simulation::updateVelocity(): 0.0018757690s
void Simulation::updatePosition(): 0.0000010700s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0019013800s
void Simulation::updateVelocity(): 0.0017287470s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0017546670s
void Simulation::updateVelocity(): 0.0017358680s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017616180s
void Simulation::updateVelocity(): 0.0017570780s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0017826780s
void Simulation::updateVelocity(): 0.0020399380s
void Simulation::updatePosition(): 0.0000055000s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0020739590s
void Simulation::updateVelocity(): 0.0017662770s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0017893580s
void Simulation::updateVelocity(): 0.0017437370s
void Simulation::updatePosition(): 0.0000012500s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017660680s
void Simulation::updateVelocity(): 0.0018495690s
void Simulation::updatePosition(): 0.0000013900s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0018771290s
void Simulation::updateVelocity(): 0.0021859140s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0022120750s
void Simulation::updateVelocity(): 0.0017213470s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000004900s
void Simulation::step(): 0.0017437670s
void Simulation::updateVelocity(): 0.0018793300s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0019064100s
void Simulation::updateVelocity(): 0.0017369180s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017593880s
void Simulation::updateVelocity(): 0.0017307370s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017561270s
void Simulation::updateVelocity(): 0.0018291990s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0018560500s
void Simulation::updateVelocity(): 0.0017288070s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0017514270s
void Simulation::updateVelocity(): 0.0017548180s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017804880s
void Simulation::updateVelocity(): 0.0018403890s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0018673500s
void Simulation::updateVelocity(): 0.0017290270s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017540470s
void Simulation::updateVelocity(): 0.0017146570s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0017369570s
void Simulation::updateVelocity(): 0.0018388390s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0018661200s
void Simulation::updateVelocity(): 0.0017308270s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017538470s
void Simulation::updateVelocity(): 0.0017538380s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017794480s
void Simulation::updateVelocity(): 0.0018208390s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0018470890s
void Simulation::updateVelocity(): 0.0017125070s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017346080s
void Simulation::updateVelocity(): 0.0017732580s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0018010280s
void Simulation::updateVelocity(): 0.0019747810s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0020015610s
void Simulation::updateVelocity(): 0.0017686380s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017943690s
void Simulation::updateVelocity(): 0.0017647270s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0017906280s
void Simulation::updateVelocity(): 0.0018462690s
void Simulation::updatePosition(): 0.0000038200s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0018754290s
void Simulation::updateVelocity(): 0.0017211870s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017467880s
void Simulation::updateVelocity(): 0.0017697620s
void Simulation::updatePosition(): 0.0000012500s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017992920s
void Simulation::updateVelocity(): 0.0017585180s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017832780s
void Simulation::updateVelocity(): 0.0017522480s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0017773580s
void Simulation::updateVelocity(): 0.0017806180s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0018149890s
void Simulation::updateVelocity(): 0.0017364170s
void Simulation::updatePosition(): 0.0000048100s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0017645570s
void Simulation::updateVelocity(): 0.0017511880s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0017763080s
void Simulation::updateVelocity(): 0.0018864400s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0019125500s
void Simulation::updateVelocity(): 0.0017411880s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017665080s
void Simulation::updateVelocity(): 0.0017281070s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017531780s
void Simulation::updateVelocity(): 0.0017243970s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0017495170s
void Simulation::updateVelocity(): 0.0018057590s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000004900s
void Simulation::step(): 0.0018305490s
void Simulation::updateVelocity(): 0.0017562880s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017817980s
void Simulation::updateVelocity(): 0.0021792650s
void Simulation::updatePosition(): 0.0000014800s
void Simulation::preventMoveAgainstForce(): 0.0000007100s
void Simulation::step(): 0.0022144050s
void Simulation::updateVelocity(): 0.0017376470s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017601180s
void Simulation::updateVelocity(): 0.0017630370s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000008400s
void Simulation::step(): 0.0017898380s
void Simulation::updateVelocity(): 0.0017070370s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017298170s
void Simulation::pairDistribution(double *histogram, int size, double coef): 0.0002691240s
double Simulation::Ekin(): 0.0000009200s
double Simulation::minDistance(int idx): 0.0000007000s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000286510s
double Simulation::minDistance(int idx): 0.0000008500s
double Simulation::minDistance(int idx): 0.0000145900s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000118800s
double Simulation::minDistance(int idx): 0.0000008400s
double Simulation::minDistance(int idx): 0.0000098500s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000093700s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093700s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000092600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093910s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094000s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094400s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094200s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000098900s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000097000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094910s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000094600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000098900s
double Simulation::minDistance(int idx): 0.0000007600s
double Simulation::minDistance(int idx): 0.0000095000s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000099900s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000100800s
double Simulation::minDistance(int idx): 0.0000005000s
double Simulation::minDistance(int idx): 0.0000097710s
double Simulation::minDistance(int idx): 0.0000007500s
double Simulation::minDistance(int idx): 0.0000093700s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093300s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000093800s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094900s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093100s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093810s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093900s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000146300s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000099300s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093500s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000091200s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093610s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000054200s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000100400s
double Simulation::minDistance(int idx): 0.0000007000s
double Simulation::minDistance(int idx): 0.0000153100s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094800s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000091800s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000092000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000091200s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000092610s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094500s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000092800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093000s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094610s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000092500s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000091800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000091800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000092900s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000134310s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093400s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000092400s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000092600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093900s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000091300s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000092900s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000093010s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000092400s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000094400s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000097100s
double Simulation::minDistance(int idx): 0.0000156500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000038500s
double Simulation::minDistance(int idx): 0.0000003600s
double Simulation::minDistance(int idx): 0.0000028000s
double Simulation::minDistance(int idx): 0.0000003400s
double Simulation::minDistance(int idx): 0.0000024600s
double Simulation::minDistance(int idx): 0.0000003400s
double Simulation::minDistance(int idx): 0.0000107500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000100500s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000097400s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094700s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095110s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094500s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094100s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000097100s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094810s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096900s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094000s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093800s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000123300s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000100110s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094200s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095200s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094900s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096200s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095300s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000096600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000097410s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000097700s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096610s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095400s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095700s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095000s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095900s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000096310s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095900s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000158000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095900s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096110s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000097000s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095700s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000096600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096200s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096210s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095300s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095700s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095710s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000126400s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000100010s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000097700s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000098700s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000098200s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096700s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094900s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095110s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096400s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096110s
double Simulation::minDistance(int idx): 0.0000004710s
double Simulation::minDistance(int idx): 0.0000096100s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000098300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000101200s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000104400s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000098100s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096710s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096900s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096000s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000096100s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000096000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096100s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096110s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000098000s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095200s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000096000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096100s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000096000s
double Simulation::minDistance(int idx): 0.0000004700s
